model,year,round,race_name,driver_id,p10_prob,is_actual_p10
rf_clf,2025,9,Spanish Grand Prix,tsunoda,0.07678518814307884,0
rf_clf,2025,9,Spanish Grand Prix,sainz,0.0701484658317562,0
rf_clf,2025,9,Spanish Grand Prix,colapinto,0.028007467975527382,0
rf_clf,2025,9,Spanish Grand Prix,ocon,0.06366019235959125,0
rf_clf,2025,9,Spanish Grand Prix,bearman,0.07385863890308059,0
rf_clf,2025,9,Spanish Grand Prix,antonelli,0.04011423583393755,0
rf_clf,2025,9,Spanish Grand Prix,albon,0.0936409707801524,0
xgb_clf,2025,9,Spanish Grand Prix,piastri,0.026183669625639512,0
xgb_clf,2025,9,Spanish Grand Prix,norris,0.032019223068548694,0
xgb_clf,2025,9,Spanish Grand Prix,leclerc,0.039688698838972344,0
xgb_clf,2025,9,Spanish Grand Prix,russell,0.030827929120050595,0
xgb_clf,2025,9,Spanish Grand Prix,hulkenberg,0.03798865772393285,0
xgb_clf,2025,9,Spanish Grand Prix,hamilton,0.03840100899561227,0
xgb_clf,2025,9,Spanish Grand Prix,hadjar,0.06195118010658497,0
xgb_clf,2025,9,Spanish Grand Prix,gasly,0.04545432651012179,0
xgb_clf,2025,9,Spanish Grand Prix,alonso,0.05200038129005069,0
xgb_clf,2025,9,Spanish Grand Prix,max_verstappen,0.03205097761393329,1
xgb_clf,2025,9,Spanish Grand Prix,lawson,0.056011324445142084,0
xgb_clf,2025,9,Spanish Grand Prix,bortoleto,0.06690368243988049,0
xgb_clf,2025,9,Spanish Grand Prix,tsunoda,0.054215338166180294,0
xgb_clf,2025,9,Spanish Grand Prix,sainz,0.041964506645534125,0
xgb_clf,2025,9,Spanish Grand Prix,colapinto,0.03716496613416243,0
xgb_clf,2025,9,Spanish Grand Prix,ocon,0.044759056106476444,0
xgb_clf,2025,9,Spanish Grand Prix,bearman,0.05162990255921618,0
xgb_clf,2025,9,Spanish Grand Prix,antonelli,0.03430899178921255,0
xgb_clf,2025,9,Spanish Grand Prix,albon,0.0701055079009609,0
rf_clf,2025,10,Canadian Grand Prix,russell,0.0,0
